symbol,security,esgScores
WMT,Walmart,"{'maxAge': 86400, 'totalEsg': {'raw': 24.63, 'fmt': '24.6'}, 'environmentScore': {'raw': 4.4, 'fmt': '4.4'}, 'socialScore': {'raw': 13.92, 'fmt': '13.9'}, 'governanceScore': {'raw': 6.31, 'fmt': '6.3'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 4.0, 'peerCount': 33, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Food Retailers', 'relatedControversy': ['Social Supply Chain Incidents'], 'peerEsgScorePerformance': {'min': 12.06, 'avg': 21.709999999999997, 'max': 32.26}, 'peerGovernancePerformance': {'min': 3.93, 'avg': 5.8796875, 'max': 7.84}, 'peerSocialPerformance': {'min': 4.7, 'avg': 9.555937499999997, 'max': 13.92}, 'peerEnvironmentPerformance': {'min': 2.03, 'avg': 6.075937499999999, 'max': 11.39}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1818181818181817, 'max': 4.0}, 'percentile': {'raw': 42.64, 'fmt': '43'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WBD,Warner Bros. Discovery,
WM,Waste Management,"{'maxAge': 86400, 'totalEsg': {'raw': 16.73, 'fmt': '16.7'}, 'environmentScore': {'raw': 8.22, 'fmt': '8.2'}, 'socialScore': {'raw': 5.24, 'fmt': '5.2'}, 'governanceScore': {'raw': 3.28, 'fmt': '3.3'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 31, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Commercial Services', 'relatedControversy': ['Operations Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 7.15, 'avg': 16.34258064516129, 'max': 25.76}, 'peerGovernancePerformance': {'min': 2.93, 'avg': 5.10448275862069, 'max': 8.17}, 'peerSocialPerformance': {'min': 1.57, 'avg': 8.665862068965517, 'max': 18.63}, 'peerEnvironmentPerformance': {'min': 0.01, 'avg': 2.572413793103448, 'max': 15.12}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4516129032258065, 'max': 4.0}, 'percentile': {'raw': 14.85, 'fmt': '15'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WAT,Waters Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 17.01, 'fmt': '17.0'}, 'environmentScore': {'raw': 1.37, 'fmt': '1.4'}, 'socialScore': {'raw': 9.4, 'fmt': '9.4'}, 'governanceScore': {'raw': 6.24, 'fmt': '6.2'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 0.0, 'peerCount': 52, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Pharmaceuticals', 'peerEsgScorePerformance': {'min': 10.9, 'avg': 26.197692307692304, 'max': 39.97}, 'peerGovernancePerformance': {'min': 4.91, 'avg': 8.857254901960786, 'max': 14.29}, 'peerSocialPerformance': {'min': 3.72, 'avg': 14.802549019607845, 'max': 21.38}, 'peerEnvironmentPerformance': {'min': 0.11, 'avg': 2.3019607843137257, 'max': 5.26}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.4230769230769231, 'max': 4.0}, 'percentile': {'raw': 15.87, 'fmt': '16'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WEC,WEC Energy Group,"{'maxAge': 86400, 'totalEsg': {'raw': 27.36, 'fmt': '27.4'}, 'environmentScore': {'raw': 14.68, 'fmt': '14.7'}, 'socialScore': {'raw': 7.4, 'fmt': '7.4'}, 'governanceScore': {'raw': 5.27, 'fmt': '5.3'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 91, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Utilities', 'relatedControversy': ['Operations Incidents', 'Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 8.44, 'avg': 29.322527472527483, 'max': 69.69}, 'peerGovernancePerformance': {'min': 3.36, 'avg': 6.387906976744186, 'max': 9.93}, 'peerSocialPerformance': {'min': 2.71, 'avg': 10.069767441860462, 'max': 34.78}, 'peerEnvironmentPerformance': {'min': 1.27, 'avg': 12.562209302325577, 'max': 28.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6373626373626373, 'max': 5.0}, 'percentile': {'raw': 54.55, 'fmt': '55'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WFC,Wells Fargo,"{'maxAge': 86400, 'totalEsg': {'raw': 32.84, 'fmt': '32.8'}, 'environmentScore': {'raw': 1.94, 'fmt': '1.9'}, 'socialScore': {'raw': 15.4, 'fmt': '15.4'}, 'governanceScore': {'raw': 15.51, 'fmt': '15.5'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 5.0, 'peerCount': 172, 'esgPerformance': 'OUT_PERF', 'peerGroup': 'Banks', 'relatedControversy': ['Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 11.06, 'avg': 24.496744186046502, 'max': 44.12}, 'peerGovernancePerformance': {'min': 5.78, 'avg': 11.514666666666669, 'max': 19.55}, 'peerSocialPerformance': {'min': 3.82, 'avg': 10.846727272727275, 'max': 21.64}, 'peerEnvironmentPerformance': {'min': 0.14, 'avg': 1.6380606060606056, 'max': 3.5}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.1627906976744184, 'max': 5.0}, 'percentile': {'raw': 72.65, 'fmt': '73'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WELL,Welltower,"{'maxAge': 86400, 'totalEsg': {'raw': 12.01, 'fmt': '12.0'}, 'environmentScore': {'raw': 3.87, 'fmt': '3.9'}, 'socialScore': {'raw': 3.22, 'fmt': '3.2'}, 'governanceScore': {'raw': 4.92, 'fmt': '4.9'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 94, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Real Estate', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 4.67, 'avg': 13.967127659574471, 'max': 29.55}, 'peerGovernancePerformance': {'min': 3.16, 'avg': 6.095164835164835, 'max': 14.37}, 'peerSocialPerformance': {'min': 0.82, 'avg': 4.183186813186812, 'max': 10.15}, 'peerEnvironmentPerformance': {'min': 0.05, 'avg': 3.6408791208791222, 'max': 8.28}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 0.574468085106383, 'max': 4.0}, 'percentile': {'raw': 4.67, 'fmt': '5'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WST,West Pharmaceutical Services,
WDC,Western Digital,"{'maxAge': 86400, 'totalEsg': {'raw': 11.43, 'fmt': '11.4'}, 'environmentScore': {'raw': 1.48, 'fmt': '1.5'}, 'socialScore': {'raw': 3.91, 'fmt': '3.9'}, 'governanceScore': {'raw': 6.05, 'fmt': '6.1'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 42, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Technology Hardware', 'relatedControversy': ['Employee Incidents', 'Customer Incidents'], 'peerEsgScorePerformance': {'min': 6.37, 'avg': 16.396190476190473, 'max': 25.68}, 'peerGovernancePerformance': {'min': 3.44, 'avg': 7.216499999999999, 'max': 10.05}, 'peerSocialPerformance': {'min': 2.24, 'avg': 6.10225, 'max': 11.4}, 'peerEnvironmentPerformance': {'min': 0.17, 'avg': 3.3959999999999995, 'max': 9.54}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5, 'max': 4.0}, 'percentile': {'raw': 3.92, 'fmt': '4'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WRK,WestRock,
WY,Weyerhaeuser,"{'maxAge': 86400, 'totalEsg': {'raw': 17.56, 'fmt': '17.6'}, 'environmentScore': {'raw': 10.48, 'fmt': '10.5'}, 'socialScore': {'raw': 3.29, 'fmt': '3.3'}, 'governanceScore': {'raw': 3.78, 'fmt': '3.8'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 9, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Paper & Forestry', 'relatedControversy': ['Operations Incidents', 'Employee Incidents'], 'peerEsgScorePerformance': {'min': 12.06, 'avg': 17.872222222222224, 'max': 26.56}, 'peerGovernancePerformance': {'min': 3.3, 'avg': 4.385555555555555, 'max': 6.8}, 'peerSocialPerformance': {'min': 2.12, 'avg': 3.22, 'max': 4.73}, 'peerEnvironmentPerformance': {'min': 6.64, 'avg': 10.267777777777779, 'max': 15.04}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.0, 'max': 3.0}, 'percentile': {'raw': 17.41, 'fmt': '17'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WHR,Whirlpool Corporation,"{'maxAge': 86400, 'totalEsg': {'raw': 15.8, 'fmt': '15.8'}, 'environmentScore': {'raw': 4.76, 'fmt': '4.8'}, 'socialScore': {'raw': 7.08, 'fmt': '7.1'}, 'governanceScore': {'raw': 3.96, 'fmt': '4.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 18, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Consumer Durables', 'relatedControversy': ['Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 7.11, 'avg': 16.89777777777778, 'max': 29.08}, 'peerGovernancePerformance': {'min': 3.42, 'avg': 5.371764705882353, 'max': 8.06}, 'peerSocialPerformance': {'min': 2.88, 'avg': 6.64470588235294, 'max': 11.94}, 'peerEnvironmentPerformance': {'min': 0.04, 'avg': 4.443529411764707, 'max': 11.23}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.8888888888888888, 'max': 5.0}, 'percentile': {'raw': 12.34, 'fmt': '12'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WMB,Williams Companies,"{'maxAge': 86400, 'totalEsg': {'raw': 23.5, 'fmt': '23.5'}, 'environmentScore': {'raw': 9.98, 'fmt': '10.0'}, 'socialScore': {'raw': 10.43, 'fmt': '10.4'}, 'governanceScore': {'raw': 3.08, 'fmt': '3.1'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 28, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Refiners & Pipelines', 'relatedControversy': ['Operations Incidents', 'Society & Community Incidents'], 'peerEsgScorePerformance': {'min': 21.1, 'avg': 30.684285714285714, 'max': 49.15}, 'peerGovernancePerformance': {'min': 3.08, 'avg': 4.792400000000001, 'max': 6.77}, 'peerSocialPerformance': {'min': 4.59, 'avg': 8.9008, 'max': 15.07}, 'peerEnvironmentPerformance': {'min': 9.73, 'avg': 15.033999999999999, 'max': 24.71}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.5, 'max': 5.0}, 'percentile': {'raw': 38.79, 'fmt': '39'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WTW,Willis Towers Watson,"{'maxAge': 86400, 'totalEsg': {'raw': 18.61, 'fmt': '18.6'}, 'environmentScore': {'raw': 0.13, 'fmt': '0.1'}, 'socialScore': {'raw': 8.68, 'fmt': '8.7'}, 'governanceScore': {'raw': 9.79, 'fmt': '9.8'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 72, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Insurance', 'relatedControversy': ['Governance Incidents'], 'peerEsgScorePerformance': {'min': 10.69, 'avg': 21.8876388888889, 'max': 44.52}, 'peerGovernancePerformance': {'min': 6.03, 'avg': 10.791884057971016, 'max': 16.51}, 'peerSocialPerformance': {'min': 3.98, 'avg': 9.172318840579711, 'max': 13.75}, 'peerEnvironmentPerformance': {'min': 0.07, 'avg': 1.4947826086956528, 'max': 3.16}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.3611111111111112, 'max': 4.0}, 'percentile': {'raw': 21.08, 'fmt': '21'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
GWW,W. W. Grainger,"{'maxAge': 86400, 'totalEsg': {'raw': 14.6, 'fmt': '14.6'}, 'environmentScore': {'raw': 3.41, 'fmt': '3.4'}, 'socialScore': {'raw': 5.48, 'fmt': '5.5'}, 'governanceScore': {'raw': 5.72, 'fmt': '5.7'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 15, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Traders & Distributors', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 14.6, 'avg': 20.687333333333335, 'max': 27.08}, 'peerGovernancePerformance': {'min': 4.62, 'avg': 6.569333333333332, 'max': 8.38}, 'peerSocialPerformance': {'min': 5.47, 'avg': 7.172000000000001, 'max': 8.89}, 'peerEnvironmentPerformance': {'min': 3.39, 'avg': 6.949999999999999, 'max': 11.1}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.1333333333333333, 'max': 2.0}, 'percentile': {'raw': 9.34, 'fmt': '9'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
WYNN,Wynn Resorts,"{'maxAge': 86400, 'totalEsg': {'raw': 26.49, 'fmt': '26.5'}, 'environmentScore': {'raw': 3.55, 'fmt': '3.5'}, 'socialScore': {'raw': 11.98, 'fmt': '12.0'}, 'governanceScore': {'raw': 10.96, 'fmt': '11.0'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 3.0, 'peerCount': 36, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Consumer Services', 'relatedControversy': ['Employee Incidents'], 'peerEsgScorePerformance': {'min': 11.58, 'avg': 23.12638888888889, 'max': 31.02}, 'peerGovernancePerformance': {'min': 3.39, 'avg': 7.0325, 'max': 13.22}, 'peerSocialPerformance': {'min': 6.77, 'avg': 10.908437500000003, 'max': 16.68}, 'peerEnvironmentPerformance': {'min': 0.11, 'avg': 5.766562499999999, 'max': 13.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.9722222222222223, 'max': 4.0}, 'percentile': {'raw': 51.18, 'fmt': '51'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
XEL,Xcel Energy,"{'maxAge': 86400, 'totalEsg': {'raw': 23.8, 'fmt': '23.8'}, 'environmentScore': {'raw': 12.87, 'fmt': '12.9'}, 'socialScore': {'raw': 6.75, 'fmt': '6.8'}, 'governanceScore': {'raw': 4.18, 'fmt': '4.2'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 2.0, 'peerCount': 91, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Utilities', 'relatedControversy': ['Customer Incidents'], 'peerEsgScorePerformance': {'min': 8.44, 'avg': 29.322527472527483, 'max': 69.69}, 'peerGovernancePerformance': {'min': 3.36, 'avg': 6.387906976744186, 'max': 9.93}, 'peerSocialPerformance': {'min': 2.71, 'avg': 10.069767441860462, 'max': 34.78}, 'peerEnvironmentPerformance': {'min': 1.27, 'avg': 12.562209302325577, 'max': 28.57}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.6373626373626373, 'max': 5.0}, 'percentile': {'raw': 40.01, 'fmt': '40'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
XYL,Xylem Inc.,"{'maxAge': 86400, 'totalEsg': {'raw': 16.04, 'fmt': '16.0'}, 'environmentScore': {'raw': 3.56, 'fmt': '3.6'}, 'socialScore': {'raw': 7.4, 'fmt': '7.4'}, 'governanceScore': {'raw': 5.08, 'fmt': '5.1'}, 'ratingYear': 2023, 'ratingMonth': 1, 'highestControversy': 1.0, 'peerCount': 44, 'esgPerformance': 'UNDER_PERF', 'peerGroup': 'Machinery', 'relatedControversy': ['Employee Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 16.04, 'avg': 25.797500000000003, 'max': 34.75}, 'peerGovernancePerformance': {'min': 3.64, 'avg': 7.261818181818183, 'max': 10.12}, 'peerSocialPerformance': {'min': 4.89, 'avg': 11.362727272727273, 'max': 15.88}, 'peerEnvironmentPerformance': {'min': 3.13, 'avg': 7.172954545454545, 'max': 11.25}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 1.3636363636363635, 'max': 3.0}, 'percentile': {'raw': 12.91, 'fmt': '13'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
YUM,Yum! Brands,"{'maxAge': 86400, 'totalEsg': {'raw': 20.55, 'fmt': '20.5'}, 'environmentScore': {'raw': 4.46, 'fmt': '4.5'}, 'socialScore': {'raw': 11.65, 'fmt': '11.6'}, 'governanceScore': {'raw': 4.44, 'fmt': '4.4'}, 'ratingYear': 2022, 'ratingMonth': 8, 'highestControversy': 2.0, 'peerCount': 44, 'esgPerformance': 'AVG_PERF', 'peerGroup': 'Consumer Services', 'relatedControversy': ['Environmental Supply Chain Incidents', 'Employee Incidents', 'Social Supply Chain Incidents', 'Customer Incidents', 'Business Ethics Incidents'], 'peerEsgScorePerformance': {'min': 13.3, 'avg': 22.78954545454545, 'max': 31.02}, 'peerGovernancePerformance': {'min': 3.09, 'avg': 6.590975609756098, 'max': 13.5}, 'peerSocialPerformance': {'min': 6.55, 'avg': 10.78756097560976, 'max': 16.68}, 'peerEnvironmentPerformance': {'min': 0.15, 'avg': 5.711219512195122, 'max': 13.59}, 'peerHighestControversyPerformance': {'min': 0.0, 'avg': 2.0681818181818183, 'max': 4.0}, 'percentile': {'raw': 27.31, 'fmt': '27'}, 'environmentPercentile': None, 'socialPercentile': None, 'governancePercentile': None, 'adult': False, 'alcoholic': False, 'animalTesting': False, 'catholic': False, 'controversialWeapons': False, 'smallArms': False, 'furLeather': False, 'gambling': False, 'gmo': False, 'militaryContract': False, 'nuclear': False, 'pesticides': False, 'palmOil': False, 'coal': False, 'tobacco': False}"
